gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i3308-gt,3308,2,mar20-airport-proxy-040,aircraft,aircraft,22,"[631.0, 682.0, 729.0, 790.0]",98.0,medium,m3-f2-i3308-p317410,0.0381,"[628.86, 682.96, 726.61, 788.13]",0.9303
i4200-gt,4200,1,mar20-airport-proxy-049,aircraft,aircraft,16,"[181.0, 554.0, 252.0, 611.0]",57.0,small,m3-f1-i4200-p459920,0.0378,"[177.44, 546.95, 250.68, 609.3]",0.8095
i3887-gt,3887,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[532.0, 139.0, 670.0, 278.0]",138.0,medium,m3-f0-i3887-p384642,0.0378,"[531.53, 144.05, 667.74, 277.5]",0.9412
i3734-gt,3734,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[527.0, 691.0, 614.0, 785.0]",87.0,small,m3-f0-i3734-p352550,0.0375,"[524.27, 693.63, 614.01, 781.37]",0.9067
i1418-gt,1418,2,mar20-airport-proxy-051,aircraft,aircraft,8,"[595.0, 223.0, 754.0, 459.0]",159.0,medium,m3-f2-i1418-p138035,0.0368,"[590.67, 212.6, 760.89, 453.03]",0.8734
i3693-gt,3693,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[143.0, 383.0, 222.0, 462.0]",79.0,small,m3-f0-i3693-p344420,0.0366,"[145.73, 385.25, 221.46, 459.28]",0.8982
i3700-gt,3700,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[479.0, 456.0, 592.0, 537.0]",81.0,small,m3-f2-i3700-p356460,0.0363,"[478.27, 460.08, 585.01, 537.57]",0.8796
i1832-gt,1832,0,mar20-airport-proxy-048,aircraft,aircraft,14,"[399.0, 365.0, 515.0, 488.0]",116.0,medium,m3-f0-i1832-p180303,0.0363,"[396.88, 362.94, 518.75, 489.4]",0.9257
i3009-gt,3009,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[437.0, 709.0, 488.0, 764.0]",51.0,small,m3-f1-i3009-p329439,0.0363,"[439.29, 708.79, 486.49, 765.43]",0.9005
i1670-gt,1670,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[331.0, 650.0, 408.0, 736.0]",77.0,small,m3-f2-i1670-p165613,0.0362,"[337.6, 661.72, 406.15, 732.03]",0.7279
i4086-gt,4086,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[921.0, 342.0, 989.0, 405.0]",63.0,small,m3-f0-i4086-p403557,0.0359,"[916.44, 342.13, 988.03, 398.03]",0.8255
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[173.0, 605.0, 276.0, 711.0]",103.0,medium,m3-f2-i4280-p389529,0.0357,"[176.12, 605.42, 274.66, 707.86]",0.9245
i2966-gt,2966,2,mar20-airport-proxy-013,aircraft,aircraft,8,"[499.0, 233.0, 607.0, 389.0]",108.0,medium,m3-f2-i2966-p285901,0.0356,"[498.93, 228.17, 607.32, 388.62]",0.9641
i3792-gt,3792,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[210.0, 375.0, 279.0, 436.0]",61.0,small,m3-f0-i3792-p366942,0.0353,"[209.67, 372.97, 278.61, 437.96]",0.9292
i3789-gt,3789,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[162.0, 19.0, 244.0, 95.0]",76.0,small,m3-f0-i3789-p366024,0.0353,"[164.75, 17.6, 243.07, 91.87]",0.9
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[481.0, 606.0, 581.0, 712.0]",100.0,medium,m3-f2-i4280-p389536,0.035,"[478.52, 606.15, 577.73, 711.04]",0.9342
i2225-gt,2225,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[680.0, 88.0, 765.0, 169.0]",81.0,small,m3-f2-i2225-p216021,0.0349,"[687.33, 96.19, 761.89, 167.87]",0.7762
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[479.0, 369.0, 561.0, 449.0]",80.0,small,m3-f0-i1791-p176429,0.0345,"[472.46, 369.41, 561.91, 445.43]",0.8748
i3789-gt,3789,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[561.0, 548.0, 635.0, 617.0]",69.0,small,m3-f0-i3789-p366025,0.0344,"[562.94, 550.44, 632.37, 619.87]",0.8711
i4225-gt,4225,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[110.0, 622.0, 277.0, 786.0]",164.0,medium,m3-f1-i4225-p462007,0.0342,"[113.53, 630.81, 275.73, 793.41]",0.8805
i4093-gt,4093,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[49.0, 122.0, 114.0, 180.0]",58.0,small,m3-f0-i4093-p405023,0.034,"[46.31, 112.13, 117.34, 182.98]",0.7491
i2856-gt,2856,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[474.0, 542.0, 550.0, 626.0]",76.0,small,m3-f0-i2856-p269428,0.034,"[473.97, 542.65, 549.46, 629.22]",0.9488
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[21.0, 116.0, 142.0, 293.0]",121.0,medium,m3-f2-i1736-p170797,0.0338,"[19.63, 102.49, 143.46, 289.89]",0.8923
i3871-gt,3871,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[524.0, 419.0, 565.0, 462.0]",41.0,small,m3-f2-i3871-p363043,0.0338,"[523.02, 418.88, 565.45, 462.14]",0.9602
i3767-gt,3767,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[37.0, 582.0, 94.0, 643.0]",57.0,small,m3-f0-i3767-p361294,0.0337,"[37.6, 578.64, 95.9, 640.89]",0.8776
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[76.0, 608.0, 179.0, 711.0]",103.0,medium,m3-f2-i4280-p389553,0.0328,"[75.34, 605.47, 173.88, 707.81]",0.8943
i1670-gt,1670,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[248.0, 728.0, 328.0, 800.0]",72.0,small,m3-f2-i1670-p165619,0.0326,"[254.54, 739.01, 322.02, 800.0]",0.7145
i3743-gt,3743,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[151.0, 304.0, 214.0, 370.0]",63.0,small,m3-f0-i3743-p354955,0.0319,"[150.07, 306.32, 215.16, 368.68]",0.9161
i3616-gt,3616,0,mar20-airport-proxy-037,aircraft,aircraft,5,"[229.0, 578.0, 319.0, 665.0]",87.0,small,m3-f0-i3616-p337215,0.0319,"[227.83, 580.98, 315.92, 660.42]",0.8715
i1418-gt,1418,2,mar20-airport-proxy-051,aircraft,aircraft,8,"[4.0, 204.0, 148.0, 441.0]",144.0,medium,m3-f2-i1418-p138038,0.0315,"[0.44, 201.37, 155.42, 441.21]",0.9181
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[382.0, 472.0, 469.0, 555.0]",83.0,small,m3-f0-i1791-p176431,0.0314,"[376.98, 473.75, 464.43, 550.46]",0.8313
i3347-gt,3347,0,mar20-airport-proxy-041,aircraft,aircraft,4,"[441.0, 366.0, 511.0, 443.0]",70.0,small,m3-f0-i3347-p311425,0.0314,"[439.21, 368.68, 522.51, 446.17]",0.7832
i3799-gt,3799,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[480.0, 390.0, 544.0, 456.0]",64.0,small,m3-f0-i3799-p368719,0.0312,"[477.81, 391.7, 545.63, 454.39]",0.8989
i4104-gt,4104,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[516.0, 202.0, 589.0, 271.0]",69.0,small,m3-f0-i4104-p407734,0.0311,"[513.61, 201.62, 580.52, 277.53]",0.7861
i3771-gt,3771,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[80.0, 44.0, 175.0, 138.0]",94.0,small,m3-f0-i3771-p362137,0.0305,"[74.8, 43.19, 174.61, 139.53]",0.9214
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[74.0, 297.0, 168.0, 379.0]",82.0,small,m3-f0-i1791-p176433,0.0304,"[82.84, 301.59, 169.7, 376.54]",0.8146
i1916-gt,1916,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[396.0, 465.0, 517.0, 630.0]",121.0,medium,m3-f1-i1916-p199275,0.0304,"[391.02, 459.38, 524.61, 631.25]",0.8695
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[576.0, 264.0, 665.0, 343.0]",79.0,small,m3-f0-i1791-p176435,0.0302,"[577.34, 265.89, 660.94, 341.92]",0.9039
i1418-gt,1418,2,mar20-airport-proxy-051,aircraft,aircraft,8,"[298.0, 290.0, 461.0, 515.0]",163.0,medium,m3-f2-i1418-p138039,0.0301,"[294.58, 293.07, 460.11, 517.87]",0.949
i3741-gt,3741,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[381.0, 545.0, 495.0, 653.0]",108.0,medium,m3-f0-i3741-p354378,0.03,"[376.61, 534.86, 495.26, 654.98]",0.8639
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[529.0, 316.0, 616.0, 400.0]",84.0,small,m3-f0-i1791-p176436,0.0299,"[530.74, 318.99, 609.89, 396.24]",0.8366
i3761-gt,3761,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[228.0, 291.0, 287.0, 354.0]",59.0,small,m3-f0-i3761-p359454,0.0298,"[225.24, 294.38, 285.69, 350.54]",0.8367
i3870-gt,3870,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[493.0, 270.0, 542.0, 310.0]",40.0,small,m3-f2-i3870-p362727,0.0298,"[491.86, 274.59, 542.96, 308.14]",0.8097
i2056-gt,2056,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[516.0, 13.0, 581.0, 72.0]",59.0,small,m3-f1-i2056-p216013,0.0296,"[515.33, 20.98, 580.76, 67.83]",0.7848
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[331.0, 677.0, 426.0, 782.0]",95.0,small,m3-f2-i4280-p389573,0.0295,"[326.17, 673.44, 426.95, 780.47]",0.8991
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[431.0, 420.0, 511.0, 508.0]",80.0,small,m3-f0-i1791-p176439,0.0295,"[423.14, 421.58, 510.45, 501.86]",0.8314
i4083-gt,4083,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[454.0, 453.0, 532.0, 540.0]",78.0,small,m3-f0-i4083-p402615,0.0295,"[451.59, 450.02, 532.01, 533.91]",0.874
i2735-gt,2735,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[417.0, 514.0, 498.0, 600.0]",81.0,small,m3-f0-i2735-p255615,0.0294,"[411.45, 509.86, 502.61, 597.17]",0.8227
i3708-gt,3708,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[433.0, 573.0, 514.0, 651.0]",78.0,small,m3-f0-i3708-p346856,0.0294,"[437.48, 576.66, 520.34, 649.12]",0.8182
i3743-gt,3743,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[212.0, 47.0, 277.0, 112.0]",65.0,small,m3-f0-i3743-p354967,0.0293,"[209.33, 47.41, 277.78, 110.3]",0.9202
i2637-gt,2637,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[521.0, 353.0, 651.0, 437.0]",84.0,small,m3-f2-i2637-p258349,0.0291,"[520.8, 357.3, 660.45, 436.45]",0.8807
i3870-gt,3870,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[422.0, 382.0, 468.0, 419.0]",37.0,small,m3-f2-i3870-p362728,0.029,"[419.69, 385.91, 470.02, 419.27]",0.8188
i2465-gt,2465,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[555.0, 116.0, 690.0, 252.0]",135.0,medium,m3-f0-i2465-p233131,0.0289,"[546.19, 108.11, 684.28, 248.54]",0.831
i1418-gt,1418,2,mar20-airport-proxy-051,aircraft,aircraft,8,"[206.0, 213.0, 365.0, 439.0]",159.0,medium,m3-f2-i1418-p138040,0.0287,"[196.39, 215.53, 353.22, 436.43]",0.8545
i2826-gt,2826,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[145.0, 353.0, 221.0, 434.0]",76.0,small,m3-f0-i2826-p265533,0.0287,"[144.07, 353.71, 219.41, 437.3]",0.922
i3805-gt,3805,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[221.0, 531.0, 297.0, 611.0]",76.0,small,m3-f0-i3805-p369936,0.0287,"[220.53, 532.25, 296.26, 607.59]",0.9273
i3885-gt,3885,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[343.0, 441.0, 424.0, 520.0]",79.0,small,m3-f0-i3885-p384029,0.0285,"[349.32, 440.41, 424.12, 518.19]",0.8934
i3886-gt,3886,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[227.0, 505.0, 311.0, 584.0]",79.0,small,m3-f0-i3886-p384412,0.0284,"[226.98, 503.13, 310.65, 582.62]",0.9557
i4068-gt,4068,2,mar20-airport-proxy-008,aircraft,aircraft,18,"[10.0, 119.0, 37.0, 153.0]",27.0,tiny,m3-f2-i4068-p370512,0.0284,"[10.76, 122.03, 37.93, 155.5]",0.801
i1568-gt,1568,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[643.0, 470.0, 768.0, 603.0]",125.0,medium,m3-f0-i1568-p153026,0.0283,"[642.14, 466.26, 767.24, 601.71]",0.951
i3743-gt,3743,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[118.0, 445.0, 185.0, 514.0]",67.0,small,m3-f0-i3743-p354973,0.0281,"[116.36, 449.29, 183.25, 513.21]",0.8821
i3718-gt,3718,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[416.0, 45.0, 495.0, 140.0]",79.0,small,m3-f2-i3718-p357048,0.0281,"[417.92, 47.17, 493.8, 137.7]",0.9153
i3789-gt,3789,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[708.0, 644.0, 779.0, 711.0]",67.0,small,m3-f0-i3789-p366038,0.0278,"[711.79, 644.53, 778.05, 710.94]",0.925
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[631.0, 673.0, 733.0, 781.0]",102.0,medium,m3-f2-i4280-p389585,0.0275,"[629.69, 673.83, 728.12, 780.08]",0.9251
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[521.0, 673.0, 629.0, 778.0]",105.0,medium,m3-f2-i4280-p389586,0.0274,"[529.35, 674.22, 628.47, 778.91]",0.9
i3685-gt,3685,2,mar20-airport-proxy-040,aircraft,aircraft,23,"[524.0, 118.0, 625.0, 247.0]",101.0,medium,m3-f2-i3685-p355835,0.0274,"[519.14, 114.7, 630.86, 246.24]",0.8768
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[129.0, 670.0, 223.0, 779.0]",94.0,small,m3-f2-i4280-p389588,0.0273,"[125.68, 671.24, 224.12, 778.76]",0.9425
i1602-gt,1602,1,mar20-airport-proxy-057,aircraft,aircraft,19,"[139.0, 569.0, 235.0, 632.0]",63.0,small,m3-f1-i1602-p166861,0.0273,"[130.66, 571.22, 231.84, 641.28]",0.753
i3792-gt,3792,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[98.0, 361.0, 157.0, 420.0]",59.0,small,m3-f0-i3792-p366961,0.0272,"[95.21, 354.71, 162.21, 417.94]",0.771
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[179.0, 404.0, 283.0, 506.0]",102.0,medium,m3-f0-i3815-p372673,0.0271,"[181.45, 405.96, 283.79, 506.54]",0.9458
i4178-gt,4178,1,mar20-airport-proxy-017,aircraft,aircraft,4,"[413.0, 299.0, 491.0, 395.0]",78.0,small,m3-f1-i4178-p457806,0.027,"[410.82, 295.36, 489.97, 403.08]",0.8567
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[182.0, 188.0, 278.0, 275.0]",87.0,small,m3-f0-i1791-p176445,0.0267,"[186.47, 191.7, 272.12, 267.29]",0.7751
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[623.0, 211.0, 710.0, 294.0]",83.0,small,m3-f0-i1791-p176446,0.0267,"[621.34, 213.33, 708.35, 291.36]",0.906
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[279.0, 307.0, 332.0, 356.0]",49.0,small,m3-f0-i3756-p358241,0.0266,"[274.22, 305.76, 333.59, 355.18]",0.8575
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[30.0, 670.0, 125.0, 780.0]",95.0,small,m3-f2-i4280-p389595,0.0263,"[23.14, 673.14, 123.05, 780.76]",0.8831
i3723-gt,3723,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[208.0, 680.0, 265.0, 732.0]",52.0,small,m3-f0-i3723-p349874,0.0263,"[210.99, 678.59, 267.53, 732.35]",0.8791
i2643-gt,2643,2,mar20-airport-proxy-005,aircraft,aircraft,7,"[432.0, 312.0, 621.0, 485.0]",173.0,medium,m3-f2-i2643-p259221,0.0263,"[435.01, 328.08, 616.55, 486.77]",0.8628
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[654.0, 318.0, 682.0, 368.0]",28.0,tiny,m3-f0-i3888-p384966,0.0261,"[656.94, 316.51, 678.58, 363.89]",0.6931
i3693-gt,3693,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[107.0, 486.0, 189.0, 566.0]",80.0,small,m3-f0-i3693-p344438,0.026,"[110.62, 491.5, 184.11, 563.96]",0.8117
i4280-gt,4280,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[225.0, 669.0, 325.0, 778.0]",100.0,medium,m3-f2-i4280-p389597,0.0259,"[226.03, 672.95, 324.37, 778.61]",0.9426
i1769-gt,1769,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[34.0, 118.0, 111.0, 182.0]",64.0,small,m3-f1-i1769-p183043,0.0258,"[35.25, 117.21, 111.33, 186.01]",0.9123
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[211.0, 45.0, 270.0, 94.0]",49.0,small,m3-f0-i3756-p358247,0.0257,"[206.74, 43.92, 268.65, 92.7]",0.87
i3870-gt,3870,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[449.0, 340.0, 493.0, 378.0]",38.0,small,m3-f2-i3870-p362737,0.0256,"[445.92, 343.59, 495.33, 378.78]",0.7983
i3708-gt,3708,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[370.0, 678.0, 445.0, 755.0]",75.0,small,m3-f0-i3708-p346861,0.0251,"[370.12, 682.25, 447.07, 756.03]",0.9072
i1916-gt,1916,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[534.0, 456.0, 652.0, 622.0]",118.0,medium,m3-f1-i1916-p199305,0.0248,"[533.11, 451.76, 656.74, 620.12]",0.9206
i3885-gt,3885,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[117.0, 597.0, 193.0, 674.0]",76.0,small,m3-f0-i3885-p384037,0.0246,"[118.24, 599.73, 191.33, 669.8]",0.8752
i3799-gt,3799,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[531.0, 460.0, 595.0, 524.0]",64.0,small,m3-f0-i3799-p368733,0.0245,"[529.17, 459.67, 594.26, 521.58]",0.921
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[515.0, 58.0, 571.0, 104.0]",46.0,small,m3-f0-i3756-p358263,0.0242,"[511.21, 56.12, 570.04, 104.72]",0.8719
i3872-gt,3872,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[372.0, 414.0, 451.0, 490.0]",76.0,small,m3-f2-i3872-p363313,0.0242,"[373.44, 415.8, 455.99, 493.44]",0.8644
i3814-gt,3814,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[499.0, 98.0, 569.0, 161.0]",63.0,small,m3-f0-i3814-p372348,0.0241,"[502.42, 91.72, 568.68, 161.79]",0.8557
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[7.0, 265.0, 95.0, 360.0]",88.0,small,m3-f0-i3888-p384974,0.0238,"[3.03, 271.01, 100.66, 361.77]",0.834
i4095-gt,4095,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[129.0, 423.0, 198.0, 496.0]",69.0,small,m3-f0-i4095-p405643,0.0237,"[124.46, 418.42, 200.22, 498.73]",0.8278
i2631-gt,2631,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[196.0, 1.0, 281.0, 77.0]",76.0,small,m3-f2-i2631-p257438,0.0236,"[196.51, 0.0, 289.43, 80.18]",0.8575
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[685.0, 112.0, 800.0, 292.0]",115.0,medium,m3-f2-i1736-p170834,0.0232,"[678.22, 115.19, 799.9, 289.89]",0.9173
i3750-gt,3750,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[541.0, 532.0, 590.0, 582.0]",49.0,small,m3-f0-i3750-p356432,0.0231,"[541.26, 529.17, 590.77, 580.98]",0.9085
i3184-gt,3184,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[185.0, 478.0, 248.0, 563.0]",63.0,small,m3-f1-i3184-p351370,0.023,"[185.42, 484.16, 251.68, 558.81]",0.8298
i1445-gt,1445,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[187.0, 579.0, 262.0, 654.0]",75.0,small,m3-f0-i1445-p142292,0.023,"[184.4, 574.63, 262.87, 662.08]",0.8197
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[97.0, 156.0, 160.0, 207.0]",51.0,small,m3-f0-i3756-p358278,0.0227,"[98.49, 155.9, 158.74, 205.04]",0.9179
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[218.0, 269.0, 306.0, 364.0]",88.0,small,m3-f0-i3888-p384980,0.0227,"[213.6, 277.82, 306.01, 367.35]",0.8381
i1791-gt,1791,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[130.0, 245.0, 221.0, 327.0]",82.0,small,m3-f0-i1791-p176457,0.0223,"[134.06, 245.92, 222.58, 322.05]",0.8728
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[115.0, 268.0, 203.0, 363.0]",88.0,small,m3-f0-i3888-p384982,0.0221,"[111.8, 273.78, 206.5, 364.21]",0.8654
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[198.0, 425.0, 308.0, 541.0]",110.0,medium,m3-f0-i2012-p194769,0.0215,"[194.38, 419.47, 312.16, 543.53]",0.8732
i1923-gt,1923,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[705.0, 427.0, 758.0, 510.0]",53.0,small,m3-f1-i1923-p200830,0.0211,"[701.29, 429.08, 758.86, 527.17]",0.745
i3805-gt,3805,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[263.0, 620.0, 338.0, 705.0]",75.0,small,m3-f0-i3805-p369948,0.0211,"[261.4, 623.49, 340.55, 700.73]",0.8653
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[191.0, 449.0, 274.0, 523.0]",74.0,small,m3-f0-i3889-p385353,0.0208,"[196.2, 456.51, 263.8, 520.96]",0.7095
i1983-gt,1983,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[521.0, 204.0, 581.0, 265.0]",60.0,small,m3-f0-i1983-p192670,0.0204,"[519.22, 199.93, 584.54, 267.36]",0.8309
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[322.0, 271.0, 410.0, 366.0]",88.0,small,m3-f0-i3888-p384986,0.0204,"[320.7, 280.1, 409.76, 368.33]",0.8686
i3886-gt,3886,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[306.0, 419.0, 385.0, 495.0]",76.0,small,m3-f0-i3886-p384445,0.0203,"[305.19, 419.21, 387.7, 496.56]",0.9358
i2544-gt,2544,2,mar20-airport-proxy-005,aircraft,aircraft,19,"[82.0, 711.0, 154.0, 761.0]",50.0,small,m3-f2-i2544-p247861,0.0203,"[84.55, 711.36, 160.57, 760.51]",0.8701
i2465-gt,2465,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[672.0, 658.0, 795.0, 795.0]",123.0,medium,m3-f0-i2465-p233149,0.0203,"[667.19, 647.22, 800.0, 791.06]",0.8355
i2387-gt,2387,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[290.0, 702.0, 375.0, 792.0]",85.0,small,m3-f0-i2387-p227745,0.0201,"[287.89, 706.42, 371.48, 784.2]",0.8111
i1835-gt,1835,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[537.0, 259.0, 581.0, 316.0]",44.0,small,m3-f1-i1835-p191785,0.0201,"[536.17, 255.7, 580.79, 314.88]",0.9059
i1601-gt,1601,0,mar20-airport-proxy-048,aircraft,aircraft,7,"[302.0, 166.0, 449.0, 324.0]",147.0,medium,m3-f0-i1601-p156627,0.0201,"[307.32, 166.26, 450.49, 320.07]",0.9291
i3872-gt,3872,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[623.0, 366.0, 697.0, 447.0]",74.0,small,m3-f2-i3872-p363315,0.02,"[620.39, 365.93, 702.09, 447.15]",0.9033
i3886-gt,3886,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[379.0, 341.0, 458.0, 417.0]",76.0,small,m3-f0-i3886-p384450,0.0199,"[378.43, 342.53, 458.91, 417.36]",0.9577
i3695-gt,3695,1,mar20-airport-proxy-049,aircraft,aircraft,7,"[362.0, 641.0, 458.0, 729.0]",88.0,small,m3-f1-i3695-p407200,0.0199,"[368.77, 643.31, 460.13, 734.03]",0.8411
i1451-gt,1451,1,mar20-airport-proxy-030,aircraft,aircraft,12,"[382.0, 594.0, 490.0, 715.0]",108.0,medium,m3-f1-i1451-p150630,0.0199,"[372.02, 593.21, 496.73, 716.16]",0.8523
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[346.0, 232.0, 400.0, 282.0]",50.0,small,m3-f0-i3756-p358309,0.0196,"[338.06, 229.08, 401.78, 283.81]",0.7741
i3870-gt,3870,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[471.0, 305.0, 520.0, 344.0]",39.0,small,m3-f2-i3870-p362752,0.0196,"[470.04, 309.69, 520.37, 342.56]",0.824
i1983-gt,1983,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[106.0, 615.0, 165.0, 677.0]",59.0,small,m3-f0-i1983-p192675,0.0194,"[103.04, 612.67, 167.77, 678.59]",0.8573
i3707-gt,3707,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[425.0, 351.0, 537.0, 446.0]",95.0,small,m3-f1-i3707-p408329,0.0194,"[430.83, 356.35, 530.98, 443.99]",0.8249
i3872-gt,3872,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[535.0, 386.0, 612.0, 462.0]",76.0,small,m3-f2-i3872-p363317,0.0193,"[534.59, 384.43, 614.16, 463.3]",0.9324
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[319.0, 318.0, 432.0, 437.0]",113.0,medium,m3-f0-i2012-p194774,0.0193,"[316.54, 312.68, 434.51, 435.84]",0.9083
i1601-gt,1601,0,mar20-airport-proxy-048,aircraft,aircraft,7,"[66.0, 637.0, 197.0, 785.0]",131.0,medium,m3-f0-i1601-p156638,0.0192,"[60.89, 635.6, 200.63, 791.75]",0.8885
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[380.0, 198.0, 435.0, 246.0]",48.0,small,m3-f0-i3756-p358320,0.0191,"[371.58, 193.43, 436.23, 245.63]",0.7717
